severity,cc_code,period,area,message,action
action,1412000100,202702,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000100, period=202702, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000100,202703,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000100, period=202703, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000103,202604,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000103, period=202604, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000103,202605,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000103, period=202605, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000103,202606,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000103, period=202606, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000103,202607,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000103, period=202607, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000103,202608,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000103, period=202608, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000103,202609,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000103, period=202609, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000103,202610,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000103, period=202610, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000103,202611,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000103, period=202611, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000103,202612,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000103, period=202612, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000103,202701,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000103, period=202701, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000103,202702,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000103, period=202702, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000103,202703,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000103, period=202703, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000105,202604,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000105, period=202604, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000105,202605,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000105, period=202605, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000105,202606,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000105, period=202606, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000105,202607,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000105, period=202607, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000105,202608,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000105, period=202608, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000105,202609,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000105, period=202609, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000105,202610,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000105, period=202610, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000105,202611,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000105, period=202611, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000105,202612,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000105, period=202612, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000105,202701,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000105, period=202701, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000105,202702,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000105, period=202702, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000105,202703,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000105, period=202703, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000075,202604,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000075, period=202604, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000075,202605,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000075, period=202605, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000075,202606,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000075, period=202606, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000075,202607,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000075, period=202607, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000075,202608,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000075, period=202608, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000075,202609,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000075, period=202609, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000075,202610,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000075, period=202610, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000075,202611,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000075, period=202611, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000075,202612,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000075, period=202612, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000075,202701,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000075, period=202701, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000075,202702,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000075, period=202702, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000075,202703,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000075, period=202703, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000106,202604,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000106, period=202604, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000106,202605,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000106, period=202605, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000106,202606,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000106, period=202606, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000106,202607,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000106, period=202607, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000106,202608,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000106, period=202608, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000106,202609,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000106, period=202609, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000106,202610,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000106, period=202610, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000106,202611,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000106, period=202611, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000106,202612,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000106, period=202612, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000106,202701,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000106, period=202701, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000106,202702,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000106, period=202702, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000106,202703,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000106, period=202703, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000039,202604,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000039, period=202604, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000039,202605,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000039, period=202605, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000039,202606,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000039, period=202606, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000039,202607,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000039, period=202607, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000039,202608,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000039, period=202608, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000039,202609,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000039, period=202609, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000039,202610,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000039, period=202610, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000039,202611,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000039, period=202611, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000039,202612,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000039, period=202612, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000039,202701,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000039, period=202701, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000039,202702,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000039, period=202702, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000039,202703,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000039, period=202703, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000108,202604,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000108, period=202604, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000108,202605,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000108, period=202605, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000108,202606,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000108, period=202606, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000108,202607,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000108, period=202607, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000108,202608,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000108, period=202608, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000108,202609,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000108, period=202609, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000108,202610,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000108, period=202610, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000108,202611,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000108, period=202611, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000108,202612,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000108, period=202612, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000108,202701,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000108, period=202701, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000108,202702,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000108, period=202702, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000108,202703,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000108, period=202703, rule_id=4865, item=制服（冬） Đồng phục dài tay, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000004,202604,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000004, period=202604, rule_id=4867, item=ポロ制服 Áo Polo, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000004,202605,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000004, period=202605, rule_id=4867, item=ポロ制服 Áo Polo, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000004,202606,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000004, period=202606, rule_id=4867, item=ポロ制服 Áo Polo, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000004,202607,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000004, period=202607, rule_id=4867, item=ポロ制服 Áo Polo, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000004,202608,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000004, period=202608, rule_id=4867, item=ポロ制服 Áo Polo, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000004,202609,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000004, period=202609, rule_id=4867, item=ポロ制服 Áo Polo, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000004,202610,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000004, period=202610, rule_id=4867, item=ポロ制服 Áo Polo, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000004,202611,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000004, period=202611, rule_id=4867, item=ポロ制服 Áo Polo, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000004,202612,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000004, period=202612, rule_id=4867, item=ポロ制服 Áo Polo, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
action,1412000004,202701,manual_distribution_driver,"Missing manual event/distribution driver for allocation rule: cc=1412000004, period=202701, rule_id=4867, item=ポロ制服 Áo Polo, reason=actual participant/distribution count cannot be inferred from headcount",Provide an explicit event/distribution count or amount in event_drivers_manual.csv for this cost center and target month. The allocator does not infer actual participant/distribution counts from total headcount.
