fy,reference_file,sheet,row,cc,fx_rate,account,kind,scope,description,monthly_values,monthly_formulas,source_candidate_status,selection_l1_delta_vnd
FY2027,reference_outputs\secondary\FY2027\49.KDTVN EI1課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),316,1412000057,26273,9114120007,interest,fixed_assets,E3 CAD購入 固定資産　8月から終了月T6/2027 ,"{""202604"": 1196123.0, ""202605"": 1196123.0, ""202606"": 1196123.0, ""202607"": 1196123.0, ""202608"": 1196123.0, ""202609"": 1196123.0, ""202610"": 1196123.0, ""202611"": 1196123.0, ""202612"": 1196123.0, ""202701"": 1196123.0, ""202702"": 1196123.0, ""202703"": 1196123.0}","{""202604"": ""1196123"", ""202605"": ""1196123"", ""202606"": ""1196123"", ""202607"": ""1196123"", ""202608"": ""1196123"", ""202609"": ""1196123"", ""202610"": ""1196123"", ""202611"": ""1196123"", ""202612"": ""1196123"", ""202701"": ""1196123"", ""202702"": ""1196123"", ""202703"": ""1196123""}",SELECTED_SOURCE_DERIVED_CANDIDATE,5378272
FY2027,reference_outputs\secondary\FY2027\49.KDTVN EI1課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),317,1412000057,26273,9114120007,interest,fixed_assets,4月 カシメ具Micro CT (Hand grip tool MicroCT 2388630-1)　5月から終了月T3/2028 ,"{""202604"": 96990.0, ""202605"": 96990.0, ""202606"": 96990.0, ""202607"": 96990.0, ""202608"": 96990.0, ""202609"": 96990.0, ""202610"": 96990.0, ""202611"": 96990.0, ""202612"": 96990.0, ""202701"": 96990.0, ""202702"": 96990.0, ""202703"": 96990.0}","{""202604"": ""96990"", ""202605"": ""96990"", ""202606"": ""96990"", ""202607"": ""96990"", ""202608"": ""96990"", ""202609"": ""96990"", ""202610"": ""96990"", ""202611"": ""96990"", ""202612"": ""96990"", ""202701"": ""96990"", ""202702"": ""96990"", ""202703"": ""96990""}",EXCLUDED_MANUAL_OR_OTHER_LAYER,5378272
FY2027,reference_outputs\secondary\FY2027\49.KDTVN EI1課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),318,1412000057,26273,9114120007,interest,fixed_assets,6月 に Orcad server PC DELL T150　 7月から終了月T5/2028 ,"{""202604"": 115778.0, ""202605"": 115778.0, ""202606"": 115778.0, ""202607"": 115778.0, ""202608"": 115778.0, ""202609"": 115778.0, ""202610"": 115778.0, ""202611"": 115778.0, ""202612"": 115778.0, ""202701"": 115778.0, ""202702"": 115778.0, ""202703"": 115778.0}","{""202604"": ""115778"", ""202605"": ""115778"", ""202606"": ""115778"", ""202607"": ""115778"", ""202608"": ""115778"", ""202609"": ""115778"", ""202610"": ""115778"", ""202611"": ""115778"", ""202612"": ""115778"", ""202701"": ""115778"", ""202702"": ""115778"", ""202703"": ""115778""}",EXCLUDED_MANUAL_OR_OTHER_LAYER,5378272
FY2027,reference_outputs\secondary\FY2027\49.KDTVN EI1課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),319,1412000057,26273,9114120007,interest,fixed_assets,8月 にHigh Voltage Probe HV-P60A 9月から終了月T7/2028 ,"{""202604"": 348097.0, ""202605"": 348097.0, ""202606"": 348097.0, ""202607"": 348097.0, ""202608"": 348097.0, ""202609"": 348097.0, ""202610"": 348097.0, ""202611"": 348097.0, ""202612"": 348097.0, ""202701"": 348097.0, ""202702"": 348097.0, ""202703"": 348097.0}","{""202604"": ""348097"", ""202605"": ""348097"", ""202606"": ""348097"", ""202607"": ""348097"", ""202608"": ""348097"", ""202609"": ""348097"", ""202610"": ""348097"", ""202611"": ""348097"", ""202612"": ""348097"", ""202701"": ""348097"", ""202702"": ""348097"", ""202703"": ""348097""}",EXCLUDED_MANUAL_OR_OTHER_LAYER,5378272
FY2027,reference_outputs\secondary\FY2027\49.KDTVN EI1課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),320,1412000057,26273,9114120007,interest,fixed_assets,9月 にCONNECTOR CRIMPING TOOL IDH-GX20 10月から終了月T8/2028 ,"{""202604"": 177681.0, ""202605"": 177681.0, ""202606"": 177681.0, ""202607"": 177681.0, ""202608"": 177681.0, ""202609"": 177681.0, ""202610"": 177681.0, ""202611"": 177681.0, ""202612"": 177681.0, ""202701"": 177681.0, ""202702"": 177681.0, ""202703"": 177681.0}","{""202604"": ""177681"", ""202605"": ""177681"", ""202606"": ""177681"", ""202607"": ""177681"", ""202608"": ""177681"", ""202609"": ""177681"", ""202610"": ""177681"", ""202611"": ""177681"", ""202612"": ""177681"", ""202701"": ""177681"", ""202702"": ""177681"", ""202703"": ""177681""}",EXCLUDED_MANUAL_OR_OTHER_LAYER,5378272
FY2027,reference_outputs\secondary\FY2027\49.KDTVN EI1課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),321,1412000057,26273,9114120007,interest,fixed_assets,10月 にOscilloscope keyslight MXR254B 11月から終了月T9/2030,"{""202604"": 3639403.0, ""202605"": 3639403.0, ""202606"": 3639403.0, ""202607"": 3639403.0, ""202608"": 3639403.0, ""202609"": 3639403.0, ""202610"": 3639403.0, ""202611"": 3639403.0, ""202612"": 3639403.0, ""202701"": 3639403.0, ""202702"": 3639403.0, ""202703"": 3639403.0}","{""202604"": ""3639403"", ""202605"": ""3639403"", ""202606"": ""3639403"", ""202607"": ""3639403"", ""202608"": ""3639403"", ""202609"": ""3639403"", ""202610"": ""3639403"", ""202611"": ""3639403"", ""202612"": ""3639403"", ""202701"": ""3639403"", ""202702"": ""3639403"", ""202703"": ""3639403""}",SELECTED_SOURCE_DERIVED_CANDIDATE,5378272
FY2027,reference_outputs\secondary\FY2027\49.KDTVN EI1課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),322,1412000057,26273,9114120007,interest,fixed_assets,9月 にProbe Amplifier 3.5GHz 1131B 10月から終了月T8/2028 ,"{""202604"": 629164.0, ""202605"": 629164.0, ""202606"": 629164.0, ""202607"": 629164.0, ""202608"": 629164.0, ""202609"": 629164.0, ""202610"": 629164.0, ""202611"": 629164.0, ""202612"": 629164.0, ""202701"": 629164.0, ""202702"": 629164.0, ""202703"": 629164.0}","{""202604"": ""629164"", ""202605"": ""629164"", ""202606"": ""629164"", ""202607"": ""629164"", ""202608"": ""629164"", ""202609"": ""629164"", ""202610"": ""629164"", ""202611"": ""629164"", ""202612"": ""629164"", ""202701"": ""629164"", ""202702"": ""629164"", ""202703"": ""629164""}",SELECTED_SOURCE_DERIVED_CANDIDATE,5378272
FY2027,reference_outputs\secondary\FY2027\49.KDTVN EI1課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),323,1412000057,26273,9114120007,interest,fixed_assets,"2026年8月　AC安定化電源 スライド　16,200USD　2029年7月","{""202604"": 0.0, ""202605"": 0.0, ""202606"": 0.0, ""202607"": 0.0, ""202608"": 1480745.0, ""202609"": 1480745.0, ""202610"": 1480745.0, ""202611"": 1480745.0, ""202612"": 1480745.0, ""202701"": 1480745.0, ""202702"": 1480745.0, ""202703"": 1480745.0}","{""202604"": ""0"", ""202605"": ""0"", ""202606"": ""0"", ""202607"": ""0"", ""202608"": ""1480745"", ""202609"": ""1480745"", ""202610"": ""1480745"", ""202611"": ""1480745"", ""202612"": ""1480745"", ""202701"": ""1480745"", ""202702"": ""1480745"", ""202703"": ""1480745""}",EXCLUDED_MANUAL_OR_OTHER_LAYER,5378272
FY2027,reference_outputs\secondary\FY2027\49.KDTVN EI1課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),324,1412000057,26273,9114120007,interest,fixed_assets,2026年9月　耐圧試験器　100万円　2029年8月,"{""202604"": 0.0, ""202605"": 0.0, ""202606"": 0.0, ""202607"": 0.0, ""202608"": 0.0, ""202609"": 547198.0, ""202610"": 547198.0, ""202611"": 547198.0, ""202612"": 547198.0, ""202701"": 547198.0, ""202702"": 547198.0, ""202703"": 547198.0}","{""202604"": ""0"", ""202605"": ""0"", ""202606"": ""0"", ""202607"": ""0"", ""202608"": ""0"", ""202609"": ""547198"", ""202610"": ""547198"", ""202611"": ""547198"", ""202612"": ""547198"", ""202701"": ""547198"", ""202702"": ""547198"", ""202703"": ""547198""}",EXCLUDED_MANUAL_OR_OTHER_LAYER,5378272
FY2027,reference_outputs\secondary\FY2027\49.KDTVN EI1課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),325,1412000057,26273,9114120007,interest,fixed_assets,2026年9月　バースト試験器　200万円　2029年8月,"{""202604"": 0.0, ""202605"": 0.0, ""202606"": 0.0, ""202607"": 0.0, ""202608"": 0.0, ""202609"": 1094397.0, ""202610"": 1094397.0, ""202611"": 1094397.0, ""202612"": 1094397.0, ""202701"": 1094397.0, ""202702"": 1094397.0, ""202703"": 1094397.0}","{""202604"": ""0"", ""202605"": ""0"", ""202606"": ""0"", ""202607"": ""0"", ""202608"": ""0"", ""202609"": ""1094397"", ""202610"": ""1094397"", ""202611"": ""1094397"", ""202612"": ""1094397"", ""202701"": ""1094397"", ""202702"": ""1094397"", ""202703"": ""1094397""}",EXCLUDED_MANUAL_OR_OTHER_LAYER,5378272
FY2027,reference_outputs\secondary\FY2027\49.KDTVN EI1課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),326,1412000057,26273,9114120007,interest,fixed_assets,"2026年8月　OrCAD ライセンス　145,000,000VND　2029年7月","{""202604"": 0.0, ""202605"": 0.0, ""202606"": 0.0, ""202607"": 0.0, ""202608"": 522000.0, ""202609"": 522000.0, ""202610"": 522000.0, ""202611"": 522000.0, ""202612"": 522000.0, ""202701"": 522000.0, ""202702"": 522000.0, ""202703"": 522000.0}","{""202604"": ""0"", ""202605"": ""0"", ""202606"": ""0"", ""202607"": ""0"", ""202608"": ""522000"", ""202609"": ""522000"", ""202610"": ""522000"", ""202611"": ""522000"", ""202612"": ""522000"", ""202701"": ""522000"", ""202702"": ""522000"", ""202703"": ""522000""}",EXCLUDED_MANUAL_OR_OTHER_LAYER,5378272
FY2027,reference_outputs\secondary\FY2027\49.KDTVN EI1課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),327,1412000057,26273,9114120007,interest,fixed_assets,2026年8月　カシメ工具　30万円　2029年7月,"{""202604"": 0.0, ""202605"": 0.0, ""202606"": 0.0, ""202607"": 0.0, ""202608"": 136800.0, ""202609"": 136800.0, ""202610"": 136800.0, ""202611"": 136800.0, ""202612"": 136800.0, ""202701"": 136800.0, ""202702"": 136800.0, ""202703"": 136800.0}","{""202604"": ""0"", ""202605"": ""0"", ""202606"": ""0"", ""202607"": ""0"", ""202608"": ""136800"", ""202609"": ""136800"", ""202610"": ""136800"", ""202611"": ""136800"", ""202612"": ""136800"", ""202701"": ""136800"", ""202702"": ""136800"", ""202703"": ""136800""}",EXCLUDED_MANUAL_OR_OTHER_LAYER,5378272
FY2027,reference_outputs\secondary\FY2027\49.KDTVN EI1課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),328,1412000057,26273,9114120007,interest,fixed_assets,,"{""202604"": 0.0, ""202605"": 0.0, ""202606"": 0.0, ""202607"": 0.0, ""202608"": 0.0, ""202609"": 0.0, ""202610"": 0.0, ""202611"": 0.0, ""202612"": 0.0, ""202701"": 0.0, ""202702"": 0.0, ""202703"": 0.0}","{""202604"": ""0"", ""202605"": ""0"", ""202606"": ""0"", ""202607"": ""0"", ""202608"": ""0"", ""202609"": ""0"", ""202610"": ""0"", ""202611"": ""0"", ""202612"": ""0"", ""202701"": ""0"", ""202702"": ""0"", ""202703"": ""0""}",EXCLUDED_MANUAL_OR_OTHER_LAYER,5378272
FY2027,reference_outputs\secondary\FY2027\49.KDTVN EI1課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),329,1412000057,26273,9114120007,interest,fixed_assets,,"{""202604"": null, ""202605"": null, ""202606"": null, ""202607"": null, ""202608"": null, ""202609"": null, ""202610"": null, ""202611"": null, ""202612"": null, ""202701"": null, ""202702"": null, ""202703"": null}","{""202604"": """", ""202605"": """", ""202606"": """", ""202607"": """", ""202608"": """", ""202609"": """", ""202610"": """", ""202611"": """", ""202612"": """", ""202701"": """", ""202702"": """", ""202703"": """"}",NO_MONTHLY_VALUE,
FY2027,reference_outputs\secondary\FY2027\49.KDTVN EI1課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),330,1412000057,26273,9114120007,interest,fixed_assets,,"{""202604"": null, ""202605"": null, ""202606"": null, ""202607"": null, ""202608"": null, ""202609"": null, ""202610"": null, ""202611"": null, ""202612"": null, ""202701"": null, ""202702"": null, ""202703"": null}","{""202604"": """", ""202605"": """", ""202606"": """", ""202607"": """", ""202608"": """", ""202609"": """", ""202610"": """", ""202611"": """", ""202612"": """", ""202701"": """", ""202702"": """", ""202703"": """"}",NO_MONTHLY_VALUE,
FY2027,reference_outputs\secondary\FY2027\49.KDTVN EI1課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),331,1412000057,26273,9114120007,interest,fixed_assets,,"{""202604"": null, ""202605"": null, ""202606"": null, ""202607"": null, ""202608"": null, ""202609"": null, ""202610"": null, ""202611"": null, ""202612"": null, ""202701"": null, ""202702"": null, ""202703"": null}","{""202604"": """", ""202605"": """", ""202606"": """", ""202607"": """", ""202608"": """", ""202609"": """", ""202610"": """", ""202611"": """", ""202612"": """", ""202701"": """", ""202702"": """", ""202703"": """"}",NO_MONTHLY_VALUE,
FY2027,reference_outputs\secondary\FY2027\50.KDTVN ESD1課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),41,1412000078,26273,9114120007,interest,facility,固定資産金利　建物,"{""202604"": 2705093.0, ""202605"": 2705093.0, ""202606"": 2705093.0, ""202607"": 2705093.0, ""202608"": 2705093.0, ""202609"": 2705093.0, ""202610"": 2705093.0, ""202611"": 2705093.0, ""202612"": 2705093.0, ""202701"": 2705093.0, ""202702"": 2705093.0, ""202703"": 2705093.0}","{""202604"": ""2705093"", ""202605"": ""2705093"", ""202606"": ""2705093"", ""202607"": ""2705093"", ""202608"": ""2705093"", ""202609"": ""2705093"", ""202610"": ""2705093"", ""202611"": ""2705093"", ""202612"": ""2705093"", ""202701"": ""2705093"", ""202702"": ""2705093"", ""202703"": ""2705093""}",FACILITY_EXCLUDED,
FY2027,reference_outputs\secondary\FY2027\50.KDTVN ESD1課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),42,1412000078,26273,9114120007,interest,facility,固定資産金利　土地使用権,"{""202604"": 343018.0, ""202605"": 343018.0, ""202606"": 343018.0, ""202607"": 343018.0, ""202608"": 343018.0, ""202609"": 343018.0, ""202610"": 343018.0, ""202611"": 343018.0, ""202612"": 343018.0, ""202701"": 343018.0, ""202702"": 343018.0, ""202703"": 343018.0}","{""202604"": ""343018"", ""202605"": ""343018"", ""202606"": ""343018"", ""202607"": ""343018"", ""202608"": ""343018"", ""202609"": ""343018"", ""202610"": ""343018"", ""202611"": ""343018"", ""202612"": ""343018"", ""202701"": ""343018"", ""202702"": ""343018"", ""202703"": ""343018""}",FACILITY_EXCLUDED,
FY2027,reference_outputs\secondary\FY2027\50.KDTVN ESD1課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),271,1412000078,26273,5006016244,depreciation,fixed_assets,RAMモニター（EVRICA),"{""202604"": 2760333.0, ""202605"": 2760333.0, ""202606"": 2760333.0, ""202607"": 2760333.0, ""202608"": 2760333.0, ""202609"": 2760333.0, ""202610"": 2760333.0, ""202611"": 2760333.0, ""202612"": 2760333.0, ""202701"": 2760333.0, ""202702"": 2760333.0, ""202703"": 2760333.0}","{""202604"": ""2760333"", ""202605"": ""2760333"", ""202606"": ""2760333"", ""202607"": ""2760333"", ""202608"": ""2760333"", ""202609"": ""2760333"", ""202610"": ""2760333"", ""202611"": ""2760333"", ""202612"": ""2760333"", ""202701"": ""2760333"", ""202702"": ""2760333"", ""202703"": ""2760333""}",SELECTED_SOURCE_DERIVED_CANDIDATE,1672068
FY2027,reference_outputs\secondary\FY2027\50.KDTVN ESD1課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),272,1412000078,26273,5006016244,depreciation,fixed_assets,インテリジェントスピーカー,"{""202604"": 0.0, ""202605"": 0.0, ""202606"": 2944356.0, ""202607"": 2944356.0, ""202608"": 2944356.0, ""202609"": 2944356.0, ""202610"": 2944356.0, ""202611"": 2944356.0, ""202612"": 2944356.0, ""202701"": 2944356.0, ""202702"": 2944356.0, ""202703"": 2944356.0}","{""202604"": ""0"", ""202605"": ""0"", ""202606"": ""2944356"", ""202607"": ""2944356"", ""202608"": ""2944356"", ""202609"": ""2944356"", ""202610"": ""2944356"", ""202611"": ""2944356"", ""202612"": ""2944356"", ""202701"": ""2944356"", ""202702"": ""2944356"", ""202703"": ""2944356""}",EXCLUDED_MANUAL_OR_OTHER_LAYER,1672068
FY2027,reference_outputs\secondary\FY2027\50.KDTVN ESD1課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),273,1412000078,26273,5006016244,depreciation,fixed_assets,MATLAB/Simulink,"{""202604"": 0.0, ""202605"": 0.0, ""202606"": 0.0, ""202607"": 8281000.0, ""202608"": 8281000.0, ""202609"": 8281000.0, ""202610"": 8281000.0, ""202611"": 8281000.0, ""202612"": 8281000.0, ""202701"": 8281000.0, ""202702"": 8281000.0, ""202703"": 8281000.0}","{""202604"": ""0"", ""202605"": ""0"", ""202606"": ""0"", ""202607"": ""8281000"", ""202608"": ""8281000"", ""202609"": ""8281000"", ""202610"": ""8281000"", ""202611"": ""8281000"", ""202612"": ""8281000"", ""202701"": ""8281000"", ""202702"": ""8281000"", ""202703"": ""8281000""}",EXCLUDED_MANUAL_OR_OTHER_LAYER,1672068
FY2027,reference_outputs\secondary\FY2027\50.KDTVN ESD1課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),274,1412000078,26273,5006016244,depreciation,fixed_assets,MATLAB/Compile用PC,"{""202604"": 0.0, ""202605"": 1380167.0, ""202606"": 1380167.0, ""202607"": 1380167.0, ""202608"": 1380167.0, ""202609"": 1380167.0, ""202610"": 1380167.0, ""202611"": 1380167.0, ""202612"": 1380167.0, ""202701"": 1380167.0, ""202702"": 1380167.0, ""202703"": 1380167.0}","{""202604"": ""0"", ""202605"": ""1380167"", ""202606"": ""1380167"", ""202607"": ""1380167"", ""202608"": ""1380167"", ""202609"": ""1380167"", ""202610"": ""1380167"", ""202611"": ""1380167"", ""202612"": ""1380167"", ""202701"": ""1380167"", ""202702"": ""1380167"", ""202703"": ""1380167""}",EXCLUDED_MANUAL_OR_OTHER_LAYER,1672068
FY2027,reference_outputs\secondary\FY2027\50.KDTVN ESD1課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),277,1412000078,26273,9114120007,interest,fixed_assets,RAMモニター（EVRICA) 金利0.3%,"{""202604"": 298116.0, ""202605"": 298116.0, ""202606"": 298116.0, ""202607"": 298116.0, ""202608"": 298116.0, ""202609"": 298116.0, ""202610"": 298116.0, ""202611"": 298116.0, ""202612"": 298116.0, ""202701"": 298116.0, ""202702"": 298116.0, ""202703"": 298116.0}","{""202604"": ""298116"", ""202605"": ""298116"", ""202606"": ""298116"", ""202607"": ""298116"", ""202608"": ""298116"", ""202609"": ""298116"", ""202610"": ""298116"", ""202611"": ""298116"", ""202612"": ""298116"", ""202701"": ""298116"", ""202702"": ""298116"", ""202703"": ""298116""}",SELECTED_SOURCE_DERIVED_CANDIDATE,695772
FY2027,reference_outputs\secondary\FY2027\50.KDTVN ESD1課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),278,1412000078,26273,9114120007,interest,fixed_assets,インテリジェントスピーカー,"{""202604"": 0.0, ""202605"": 0.0, ""202606"": 0.0, ""202607"": 317990.0, ""202608"": 317990.0, ""202609"": 317990.0, ""202610"": 317990.0, ""202611"": 317990.0, ""202612"": 317990.0, ""202701"": 317990.0, ""202702"": 317990.0, ""202703"": 317990.0}","{""202604"": ""0"", ""202605"": ""0"", ""202606"": ""0"", ""202607"": ""317990"", ""202608"": ""317990"", ""202609"": ""317990"", ""202610"": ""317990"", ""202611"": ""317990"", ""202612"": ""317990"", ""202701"": ""317990"", ""202702"": ""317990"", ""202703"": ""317990""}",EXCLUDED_MANUAL_OR_OTHER_LAYER,695772
FY2027,reference_outputs\secondary\FY2027\50.KDTVN ESD1課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),279,1412000078,26273,9114120007,interest,fixed_assets,MATLAB/Simulink,"{""202604"": 0.0, ""202605"": 0.0, ""202606"": 0.0, ""202607"": 0.0, ""202608"": 894348.0, ""202609"": 894348.0, ""202610"": 894348.0, ""202611"": 894348.0, ""202612"": 894348.0, ""202701"": 894348.0, ""202702"": 894348.0, ""202703"": 894348.0}","{""202604"": ""0"", ""202605"": ""0"", ""202606"": ""0"", ""202607"": ""0"", ""202608"": ""894348"", ""202609"": ""894348"", ""202610"": ""894348"", ""202611"": ""894348"", ""202612"": ""894348"", ""202701"": ""894348"", ""202702"": ""894348"", ""202703"": ""894348""}",EXCLUDED_MANUAL_OR_OTHER_LAYER,695772
FY2027,reference_outputs\secondary\FY2027\50.KDTVN ESD1課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),280,1412000078,26273,9114120007,interest,fixed_assets,MATLAB/Compile用PC,"{""202604"": 0.0, ""202605"": 0.0, ""202606"": 149058.0, ""202607"": 149058.0, ""202608"": 149058.0, ""202609"": 149058.0, ""202610"": 149058.0, ""202611"": 149058.0, ""202612"": 149058.0, ""202701"": 149058.0, ""202702"": 149058.0, ""202703"": 149058.0}","{""202604"": ""0"", ""202605"": ""0"", ""202606"": ""149058"", ""202607"": ""149058"", ""202608"": ""149058"", ""202609"": ""149058"", ""202610"": ""149058"", ""202611"": ""149058"", ""202612"": ""149058"", ""202701"": ""149058"", ""202702"": ""149058"", ""202703"": ""149058""}",EXCLUDED_MANUAL_OR_OTHER_LAYER,695772
FY2027,reference_outputs\secondary\FY2027\52.KDTVN 機器製造３課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),42,1412000081,26273,5006016242,depreciation,fixed_assets,機械装置,"{""202604"": 284084957.0, ""202605"": 284084957.0, ""202606"": 284084957.0, ""202607"": 284084957.0, ""202608"": 284084957.0, ""202609"": 284084957.0, ""202610"": 284084957.0, ""202611"": 284084957.0, ""202612"": 284084957.0, ""202701"": 284084957.0, ""202702"": 284084957.0, ""202703"": 284084957.0}","{""202604"": ""284084957"", ""202605"": ""284084957"", ""202606"": ""284084957"", ""202607"": ""284084957"", ""202608"": ""284084957"", ""202609"": ""284084957"", ""202610"": ""284084957"", ""202611"": ""284084957"", ""202612"": ""284084957"", ""202701"": ""284084957"", ""202702"": ""284084957"", ""202703"": ""284084957""}",SELECTED_SOURCE_DERIVED_CANDIDATE,0
FY2027,reference_outputs\secondary\FY2027\52.KDTVN 機器製造３課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),43,1412000081,26273,5006016243,depreciation,fixed_assets,減価償却費（製）　車輌運搬具Mua xe nâng điện NLP (sơn),"{""202604"": 658401.0, ""202605"": 658401.0, ""202606"": 658401.0, ""202607"": 658401.0, ""202608"": 658401.0, ""202609"": 658401.0, ""202610"": 658401.0, ""202611"": 658401.0, ""202612"": 658401.0, ""202701"": 658401.0, ""202702"": 658401.0, ""202703"": 658401.0}","{""202604"": ""658401"", ""202605"": ""658401"", ""202606"": ""658401"", ""202607"": ""658401"", ""202608"": ""658401"", ""202609"": ""658401"", ""202610"": ""658401"", ""202611"": ""658401"", ""202612"": ""658401"", ""202701"": ""658401"", ""202702"": ""658401"", ""202703"": ""658401""}",SELECTED_SOURCE_DERIVED_CANDIDATE,0
FY2027,reference_outputs\secondary\FY2027\52.KDTVN 機器製造３課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),44,1412000081,26273,5006016244,depreciation,fixed_assets,工具器具備品,"{""202604"": 517040554.0, ""202605"": 487453741.0, ""202606"": 487453215.0, ""202607"": 487453215.0, ""202608"": 487452690.0, ""202609"": 456084567.0, ""202610"": 364659256.0, ""202611"": 350988626.0, ""202612"": 343221276.0, ""202701"": 331571828.0, ""202702"": 331146468.0, ""202703"": 320677203.0}","{""202604"": ""517040554"", ""202605"": ""487453741"", ""202606"": ""487453215"", ""202607"": ""487453215"", ""202608"": ""487452690"", ""202609"": ""456084567"", ""202610"": ""364659256"", ""202611"": ""350988626"", ""202612"": ""343221276"", ""202701"": ""331571828"", ""202702"": ""331146468"", ""202703"": ""320677203""}",SELECTED_SOURCE_DERIVED_CANDIDATE,173755713
FY2027,reference_outputs\secondary\FY2027\52.KDTVN 機器製造３課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),45,1412000081,26273,5006016247,depreciation,fixed_assets,その 他 (Tn-2),"{""202604"": 0.0, ""202605"": 0.0, ""202606"": 0.0, ""202607"": 0.0, ""202608"": 0.0, ""202609"": 0.0, ""202610"": 0.0, ""202611"": 0.0, ""202612"": 0.0, ""202701"": 0.0, ""202702"": 0.0, ""202703"": 0.0}","{""202604"": ""0"", ""202605"": ""0"", ""202606"": ""0"", ""202607"": ""0"", ""202608"": ""0"", ""202609"": ""0"", ""202610"": ""0"", ""202611"": ""0"", ""202612"": ""0"", ""202701"": ""0"", ""202702"": ""0"", ""202703"": ""0""}",NO_SOURCE_EXPECTATION,
FY2027,reference_outputs\secondary\FY2027\52.KDTVN 機器製造３課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),46,1412000081,26273,5006016244,depreciation,fixed_assets,Iris生産用設備（新規追加）Nakagawa,"{""202604"": null, ""202605"": null, ""202606"": null, ""202607"": null, ""202608"": null, ""202609"": null, ""202610"": null, ""202611"": null, ""202612"": null, ""202701"": null, ""202702"": null, ""202703"": null}","{""202604"": """", ""202605"": """", ""202606"": """", ""202607"": """", ""202608"": """", ""202609"": """", ""202610"": """", ""202611"": """", ""202612"": """", ""202701"": """", ""202702"": """", ""202703"": """"}",NO_MONTHLY_VALUE,
FY2027,reference_outputs\secondary\FY2027\52.KDTVN 機器製造３課_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),47,1412000081,26273,5006016244,depreciation,fixed_assets,"Mua 8 máy T8+ 5 máy T9 (3 máy tscđ, 2 máy CIP)","{""202604"": null, ""202605"": null, ""202606"": null, ""202607"": null, ""202608"": null, ""202609"": null, ""202610"": null, ""202611"": null, ""202612"": null, ""202701"": null, ""202702"": null, ""202703"": null}","{""202604"": """", ""202605"": """", ""202606"": """", ""202607"": """", ""202608"": """", ""202609"": """", ""202610"": """", ""202611"": """", ""202612"": """", ""202701"": """", ""202702"": """", ""202703"": """"}",NO_MONTHLY_VALUE,
