fy,cc,account,period,expected_per_asset_round_vnd,current_writer_category_round_vnd,alternative_terminal_before_full_fy_vnd,reference_actual_vnd,delta_reference_minus_expected,classification
FY2026,1412000004,5005036246,202504,1522161729,1522161730,1728903867,1522161730,1,ROUNDING_ORDER
FY2026,1412000004,5005036246,202505,1478401556,1478401557,1685143694,1478401557,1,ROUNDING_ORDER
FY2026,1412000004,5005036246,202506,1355417727,1355417729,1562159865,1355417729,2,ROUNDING_ORDER
FY2026,1412000004,5005036246,202507,1165129580,1165129581,1371871718,1165129581,1,ROUNDING_ORDER
FY2026,1412000004,5005036246,202508,979132342,979132343,1185874480,979132343,1,ROUNDING_ORDER
FY2026,1412000004,5005036246,202509,726083667,726083670,932825805,726083670,3,ROUNDING_ORDER
FY2026,1412000004,5005036246,202510,610355032,610355034,817097170,610355034,2,ROUNDING_ORDER
FY2026,1412000004,5005036246,202511,490863344,490863347,697605482,490863347,3,ROUNDING_ORDER
FY2026,1412000004,5005036246,202512,441828907,441828909,648571045,441828909,2,ROUNDING_ORDER
FY2026,1412000004,5005036246,202601,410091407,410091409,616833545,410091409,2,ROUNDING_ORDER
FY2026,1412000004,5005036246,202602,266223289,266223290,472965427,266223290,1,ROUNDING_ORDER
FY2026,1412000004,5005036246,202603,253094374,253094375,459836512,253094375,1,ROUNDING_ORDER
FY2026,1412000004,5006016242,202504,213129247,213129246,213129247,213129246,-1,ROUNDING_ORDER
FY2026,1412000004,5006016242,202505,213129247,213129246,213129247,213129246,-1,ROUNDING_ORDER
FY2026,1412000004,5006016242,202506,213129247,213129246,213129247,213129246,-1,ROUNDING_ORDER
FY2026,1412000004,5006016242,202507,213129247,213129246,213129247,213129246,-1,ROUNDING_ORDER
FY2026,1412000004,5006016242,202508,213129247,213129246,213129247,213129246,-1,ROUNDING_ORDER
FY2026,1412000004,5006016242,202509,213129247,213129246,213129247,213129246,-1,ROUNDING_ORDER
FY2026,1412000004,5006016242,202510,213129247,213129246,213129247,213129246,-1,ROUNDING_ORDER
FY2026,1412000004,5006016242,202511,213129247,213129246,213129247,213129246,-1,ROUNDING_ORDER
FY2026,1412000004,5006016242,202512,213129247,213129246,213129247,213129246,-1,ROUNDING_ORDER
FY2026,1412000004,5006016242,202601,213129247,213129246,213129247,213129246,-1,ROUNDING_ORDER
FY2026,1412000004,5006016242,202602,213129247,213129246,213129247,213129246,-1,ROUNDING_ORDER
FY2026,1412000004,5006016242,202603,213129247,213129246,213129247,213129246,-1,ROUNDING_ORDER
FY2026,1412000004,5006016243,202504,636020,636020,636020,636020,0,EXACT_MATCH
FY2026,1412000004,5006016243,202505,636020,636020,636020,636020,0,EXACT_MATCH
FY2026,1412000004,5006016243,202506,636020,636020,636020,636020,0,EXACT_MATCH
FY2026,1412000004,5006016243,202507,636020,636020,636020,636020,0,EXACT_MATCH
FY2026,1412000004,5006016243,202508,636020,636020,636020,636020,0,EXACT_MATCH
FY2026,1412000004,5006016243,202509,636020,636020,636020,636020,0,EXACT_MATCH
FY2026,1412000004,5006016243,202510,636020,636020,636020,636020,0,EXACT_MATCH
FY2026,1412000004,5006016243,202511,636020,636020,636020,636020,0,EXACT_MATCH
FY2026,1412000004,5006016243,202512,636020,636020,636020,636020,0,EXACT_MATCH
FY2026,1412000004,5006016243,202601,636020,636020,636020,636020,0,EXACT_MATCH
FY2026,1412000004,5006016243,202602,636020,636020,636020,636020,0,EXACT_MATCH
FY2026,1412000004,5006016243,202603,636020,636020,636020,636020,0,EXACT_MATCH
FY2026,1412000004,5006016244,202504,148977856,148977856,174733220,148977856,0,EXACT_MATCH
FY2026,1412000004,5006016244,202505,143735836,143735837,169491200,143735837,1,ROUNDING_ORDER
FY2026,1412000004,5006016244,202506,137035415,137035416,162790779,137035416,1,ROUNDING_ORDER
FY2026,1412000004,5006016244,202507,136791925,136791926,162547289,136791926,1,ROUNDING_ORDER
FY2026,1412000004,5006016244,202508,136791925,136791926,162547289,136791926,1,ROUNDING_ORDER
FY2026,1412000004,5006016244,202509,136791925,136791926,162547289,136791926,1,ROUNDING_ORDER
FY2026,1412000004,5006016244,202510,136791925,136791926,162547289,136791926,1,ROUNDING_ORDER
FY2026,1412000004,5006016244,202511,136791925,136791926,162547289,136791926,1,ROUNDING_ORDER
FY2026,1412000004,5006016244,202512,136791925,136791926,162547289,136791926,1,ROUNDING_ORDER
FY2026,1412000004,5006016244,202601,136791925,136791926,162547289,136791926,1,ROUNDING_ORDER
FY2026,1412000004,5006016244,202602,135058803,135058804,160814167,135058804,1,ROUNDING_ORDER
FY2026,1412000004,5006016244,202603,133546830,133546830,159302194,133546830,0,EXACT_MATCH
FY2026,1412000004,5006016247,202504,17282719,17282719,17282719,17282719,0,EXACT_MATCH
FY2026,1412000004,5006016247,202505,17282719,17282719,17282719,17282719,0,EXACT_MATCH
FY2026,1412000004,5006016247,202506,17282719,17282719,17282719,17282719,0,EXACT_MATCH
FY2026,1412000004,5006016247,202507,17282465,17282465,17282465,17282465,0,EXACT_MATCH
FY2026,1412000004,5006016247,202508,16110463,16110463,16110463,16110463,0,EXACT_MATCH
FY2026,1412000004,5006016247,202509,16110463,16110463,16110463,16110463,0,EXACT_MATCH
FY2026,1412000004,5006016247,202510,16110463,16110463,16110463,16110463,0,EXACT_MATCH
FY2026,1412000004,5006016247,202511,16110463,16110463,16110463,16110463,0,EXACT_MATCH
FY2026,1412000004,5006016247,202512,16110463,16110463,16110463,16110463,0,EXACT_MATCH
FY2026,1412000004,5006016247,202601,16110463,16110463,16110463,16110463,0,EXACT_MATCH
FY2026,1412000004,5006016247,202602,16110463,16110463,16110463,16110463,0,EXACT_MATCH
FY2026,1412000004,5006016247,202603,16110463,16110463,16110463,16110463,0,EXACT_MATCH
FY2026,1412000004,9114120007,202504,150786643,150786640,150786643,150786640,-3,ROUNDING_ORDER
FY2026,1412000004,9114120007,202505,87463479,87463472,87463479,87463472,-7,ROUNDING_ORDER
FY2026,1412000004,9114120007,202506,86708633,86708628,86708633,86708628,-5,ROUNDING_ORDER
FY2026,1412000004,9114120007,202507,84954436,84954433,84954436,84954433,-3,ROUNDING_ORDER
FY2026,1412000004,9114120007,202508,82708437,82708433,82708437,82708433,-4,ROUNDING_ORDER
FY2026,1412000004,9114120007,202509,78912632,78912628,78912632,78912628,-4,ROUNDING_ORDER
FY2026,1412000004,9114120007,202510,76828872,76828871,76828872,76828871,-1,ROUNDING_ORDER
FY2026,1412000004,9114120007,202511,74319832,74319831,74319832,74319831,-1,ROUNDING_ORDER
FY2026,1412000004,9114120007,202512,73143005,73143004,73143005,73143004,-1,ROUNDING_ORDER
FY2026,1412000004,9114120007,202601,72285839,72285838,72285839,72285838,-1,ROUNDING_ORDER
FY2026,1412000004,9114120007,202602,67969539,67969538,67969539,67969538,-1,ROUNDING_ORDER
FY2026,1412000004,9114120007,202603,67482305,67482304,67482305,67482304,-1,ROUNDING_ORDER
FY2026,1412000005,5005036246,202504,7617682248,7617682229,8075167908,7617682229,-19,ROUNDING_ORDER
FY2026,1412000005,5005036246,202505,7061811356,7061811342,7519297016,7061811342,-14,ROUNDING_ORDER
FY2026,1412000005,5005036246,202506,6183880249,6183880239,6641365909,6183880239,-10,ROUNDING_ORDER
FY2026,1412000005,5005036246,202507,4494252677,4494252670,4951738337,4494252670,-7,ROUNDING_ORDER
FY2026,1412000005,5005036246,202508,2485063515,2485063515,2942549175,2485063515,0,EXACT_MATCH
FY2026,1412000005,5005036246,202509,2077509075,2077509075,2534994735,2077509075,0,EXACT_MATCH
FY2026,1412000005,5005036246,202510,2039952949,2039952949,2497438609,2039952949,0,EXACT_MATCH
FY2026,1412000005,5005036246,202511,1911944693,1911944693,2369430353,1911944693,0,EXACT_MATCH
FY2026,1412000005,5005036246,202512,1677001119,1677001121,2134486779,1677001121,2,ROUNDING_ORDER
FY2026,1412000005,5005036246,202601,1366277535,1366277540,1823763195,1366277540,5,ROUNDING_ORDER
FY2026,1412000005,5005036246,202602,1167943043,1167943047,1625428703,1167943047,4,ROUNDING_ORDER
FY2026,1412000005,5005036246,202603,1042757649,1042757652,1500243309,1042757652,3,ROUNDING_ORDER
FY2026,1412000005,5006016242,202504,159884639,159884639,159884639,159884639,0,EXACT_MATCH
FY2026,1412000005,5006016242,202505,159884639,159884639,159884639,159884639,0,EXACT_MATCH
FY2026,1412000005,5006016242,202506,159884639,159884639,159884639,159884639,0,EXACT_MATCH
FY2026,1412000005,5006016242,202507,159884639,159884639,159884639,159884639,0,EXACT_MATCH
FY2026,1412000005,5006016242,202508,159884639,159884639,159884639,159884639,0,EXACT_MATCH
FY2026,1412000005,5006016242,202509,159884639,159884639,159884639,159884639,0,EXACT_MATCH
FY2026,1412000005,5006016242,202510,159884639,159884639,159884639,159884639,0,EXACT_MATCH
FY2026,1412000005,5006016242,202511,159884639,159884639,159884639,159884639,0,EXACT_MATCH
FY2026,1412000005,5006016242,202512,159884639,159884639,159884639,159884639,0,EXACT_MATCH
FY2026,1412000005,5006016242,202601,159884639,159884639,159884639,159884639,0,EXACT_MATCH
FY2026,1412000005,5006016242,202602,159884639,159884639,159884639,159884639,0,EXACT_MATCH
FY2026,1412000005,5006016242,202603,159884639,159884639,159884639,159884639,0,EXACT_MATCH
FY2026,1412000005,5006016244,202504,1152575759,1152575749,1173104083,1152575749,-10,ROUNDING_ORDER
FY2026,1412000005,5006016244,202505,1152575759,1152575749,1173104083,1152575749,-10,ROUNDING_ORDER
FY2026,1412000005,5006016244,202506,1137314845,1137314836,1157843169,1137314836,-9,ROUNDING_ORDER
FY2026,1412000005,5006016244,202507,1130547649,1130547639,1151075973,1130547639,-10,ROUNDING_ORDER
FY2026,1412000005,5006016244,202508,1130316092,1130316082,1150844416,1130316082,-10,ROUNDING_ORDER
FY2026,1412000005,5006016244,202509,1122134165,1122134155,1142662489,1122134155,-10,ROUNDING_ORDER
FY2026,1412000005,5006016244,202510,1120870250,1120870241,1141398574,1120870241,-9,ROUNDING_ORDER
FY2026,1412000005,5006016244,202511,1120834704,1120834695,1141363028,1120834695,-9,ROUNDING_ORDER
FY2026,1412000005,5006016244,202512,1120834704,1120834695,1141363028,1120834695,-9,ROUNDING_ORDER
FY2026,1412000005,5006016244,202601,1120834704,1120834695,1141363028,1120834695,-9,ROUNDING_ORDER
FY2026,1412000005,5006016244,202602,1109983524,1109983517,1130511848,1109983517,-7,ROUNDING_ORDER
FY2026,1412000005,5006016244,202603,1064541772,1064541764,1085070096,1064541764,-8,ROUNDING_ORDER
FY2026,1412000005,5006016247,202504,1834681,1834681,1834681,1834681,0,EXACT_MATCH
FY2026,1412000005,5006016247,202505,1834681,1834681,1834681,1834681,0,EXACT_MATCH
FY2026,1412000005,5006016247,202506,1834681,1834681,1834681,1834681,0,EXACT_MATCH
FY2026,1412000005,5006016247,202507,1834681,1834681,1834681,1834681,0,EXACT_MATCH
FY2026,1412000005,5006016247,202508,1834681,1834681,1834681,1834681,0,EXACT_MATCH
FY2026,1412000005,5006016247,202509,1834681,1834681,1834681,1834681,0,EXACT_MATCH
FY2026,1412000005,5006016247,202510,1834681,1834681,1834681,1834681,0,EXACT_MATCH
FY2026,1412000005,5006016247,202511,1834681,1834681,1834681,1834681,0,EXACT_MATCH
FY2026,1412000005,5006016247,202512,1834681,1834681,1834681,1834681,0,EXACT_MATCH
FY2026,1412000005,5006016247,202601,1834681,1834681,1834681,1834681,0,EXACT_MATCH
FY2026,1412000005,5006016247,202602,1834681,1834681,1834681,1834681,0,EXACT_MATCH
FY2026,1412000005,5006016247,202603,1834681,1834681,1834681,1834681,0,EXACT_MATCH
FY2026,1412000005,9114120007,202504,553773960,553773927,553773960,553773927,-33,ROUNDING_ORDER
FY2026,1412000005,9114120007,202505,238288767,238288705,238288767,238288705,-62,ROUNDING_ORDER
FY2026,1412000005,9114120007,202506,233018814,233018756,233018814,233018756,-58,ROUNDING_ORDER
FY2026,1412000005,9114120007,202507,217712441,217712395,217712441,217712395,-46,ROUNDING_ORDER
FY2026,1412000005,9114120007,202508,193543682,193543654,193543682,193543654,-28,ROUNDING_ORDER
FY2026,1412000005,9114120007,202509,187430531,187430503,187430531,187430503,-28,ROUNDING_ORDER
FY2026,1412000005,9114120007,202510,186626175,186626149,186626175,186626149,-26,ROUNDING_ORDER
FY2026,1412000005,9114120007,202511,183919854,183919828,183919854,183919828,-26,ROUNDING_ORDER
FY2026,1412000005,9114120007,202512,178280987,178280963,178280987,178280963,-24,ROUNDING_ORDER
FY2026,1412000005,9114120007,202601,169890607,169890584,169890607,169890584,-23,ROUNDING_ORDER
FY2026,1412000005,9114120007,202602,163939951,163939930,163939951,163939930,-21,ROUNDING_ORDER
FY2026,1412000005,9114120007,202603,158674065,158674044,158674065,158674044,-21,ROUNDING_ORDER
FY2026,1412000013,5006016242,202504,51900969,51900969,51900969,51900969,0,EXACT_MATCH
FY2026,1412000013,5006016242,202505,51900969,51900969,51900969,51900969,0,EXACT_MATCH
FY2026,1412000013,5006016242,202506,51900969,51900969,51900969,51900969,0,EXACT_MATCH
FY2026,1412000013,5006016242,202507,51900969,51900969,51900969,51900969,0,EXACT_MATCH
FY2026,1412000013,5006016242,202508,51900969,51900969,51900969,51900969,0,EXACT_MATCH
FY2026,1412000013,5006016242,202509,51900969,51900969,51900969,51900969,0,EXACT_MATCH
FY2026,1412000013,5006016242,202510,51900969,51900969,51900969,51900969,0,EXACT_MATCH
FY2026,1412000013,5006016242,202511,51900969,51900969,51900969,51900969,0,EXACT_MATCH
FY2026,1412000013,5006016242,202512,51900969,51900969,51900969,51900969,0,EXACT_MATCH
FY2026,1412000013,5006016242,202601,51900969,51900969,51900969,51900969,0,EXACT_MATCH
FY2026,1412000013,5006016242,202602,51900969,51900969,51900969,51900969,0,EXACT_MATCH
FY2026,1412000013,5006016242,202603,51900969,51900969,51900969,51900969,0,EXACT_MATCH
FY2026,1412000013,5006016244,202504,15031134,15031134,15031134,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000013,5006016244,202505,2999321,2999321,2999321,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000013,5006016244,202506,2999321,2999321,2999321,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000013,5006016244,202507,2999321,2999321,2999321,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000013,5006016244,202508,2999321,2999321,2999321,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000013,5006016244,202509,2999321,2999321,2999321,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000013,5006016244,202510,2999321,2999321,2999321,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000013,5006016244,202511,108161,108161,108161,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000013,9114120007,202504,6480544,6480544,6480544,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000013,9114120007,202505,4034725,4034725,4034725,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000013,9114120007,202506,4034725,4034725,4034725,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000013,9114120007,202507,4034725,4034725,4034725,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000013,9114120007,202508,4034725,4034725,4034725,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000013,9114120007,202509,4034725,4034725,4034725,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000013,9114120007,202510,4034725,4034725,4034725,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000013,9114120007,202511,4034725,4034725,4034725,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000013,9114120007,202512,3971504,3971504,3971504,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000013,9114120007,202601,3971504,3971504,3971504,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000013,9114120007,202602,3971504,3971504,3971504,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000013,9114120007,202603,3971504,3971504,3971504,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000018,5006016242,202504,98428651,98428651,98428651,98428397,-254,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,5006016242,202505,98428651,98428651,98428651,98428397,-254,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,5006016242,202506,98428651,98428651,98428651,98428397,-254,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,5006016242,202507,98428651,98428651,98428651,98428397,-254,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,5006016242,202508,98428651,98428651,98428651,98428397,-254,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,5006016242,202509,98428651,98428651,98428651,98428397,-254,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,5006016242,202510,98428651,98428651,98428651,98428397,-254,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,5006016242,202511,98428651,98428651,98428651,98428397,-254,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,5006016242,202512,98428651,98428651,98428651,98428397,-254,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,5006016242,202601,98428651,98428651,98428651,98428397,-254,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,5006016242,202602,79318360,79318360,79318360,98428397,19110037,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,5006016242,202603,79318360,79318360,79318360,98428397,19110037,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,5006016244,202504,130455852,130455851,130455852,130444481,-11371,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,5006016244,202505,130455852,130455851,130455852,130444481,-11371,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,5006016244,202506,130455852,130455851,130455852,130444481,-11371,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,5006016244,202507,130455852,130455851,130455852,130444481,-11371,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,5006016244,202508,130455852,130455851,130455852,130444481,-11371,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,5006016244,202509,130455852,130455851,130455852,130444481,-11371,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,5006016244,202510,130455852,130455851,130455852,130444481,-11371,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,5006016244,202511,130455852,130455851,130455852,130444481,-11371,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,5006016244,202512,130455852,130455851,130455852,130444481,-11371,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,5006016244,202601,130455344,130455343,130455344,130444481,-10863,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,5006016244,202602,92302299,92302298,92302299,130444481,38142182,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,5006016244,202603,91858482,91858481,91858482,130444481,38585999,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,9114120007,202504,24189054,24189053,24189054,23128512,-1060542,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,9114120007,202505,15950506,15950506,15950506,15944972,-5534,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,9114120007,202506,15950506,15950506,15950506,15944972,-5534,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,9114120007,202507,15950506,15950506,15950506,15944972,-5534,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,9114120007,202508,15950506,15950506,15950506,15944972,-5534,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,9114120007,202509,15950506,15950506,15950506,15944972,-5534,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,9114120007,202510,15950506,15950506,15950506,15944972,-5534,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,9114120007,202511,15950506,15950506,15950506,15944972,-5534,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,9114120007,202512,15950506,15950506,15950506,15944972,-5534,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,9114120007,202601,15950506,15950506,15950506,15944972,-5534,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,9114120007,202602,14589602,14589602,14589602,15944972,1355370,TRUE_AMOUNT_MISMATCH
FY2026,1412000018,9114120007,202603,14217385,14217384,14217385,15944972,1727587,TRUE_AMOUNT_MISMATCH
FY2026,1412000019,5006016244,202504,37572885,37572884,41352695,37572885,0,EXACT_MATCH
FY2026,1412000019,5006016244,202505,37572885,37572884,41352695,37572885,0,EXACT_MATCH
FY2026,1412000019,5006016244,202506,37572885,37572884,41352695,37572885,0,EXACT_MATCH
FY2026,1412000019,5006016244,202507,35582563,35582562,39362373,35582563,0,EXACT_MATCH
FY2026,1412000019,5006016244,202508,35508424,35508423,39288234,35508424,0,EXACT_MATCH
FY2026,1412000019,5006016244,202509,33978930,33978929,37758740,33978930,0,EXACT_MATCH
FY2026,1412000019,5006016244,202510,33921549,33921548,37701359,33921549,0,EXACT_MATCH
FY2026,1412000019,5006016244,202511,1222275,1222275,5002085,1222275,0,EXACT_MATCH
FY2026,1412000019,5006016244,202512,,,3779810,,,EXACT_MATCH
FY2026,1412000019,5006016244,202601,,,3779810,,,EXACT_MATCH
FY2026,1412000019,5006016244,202602,,,3779810,,,EXACT_MATCH
FY2026,1412000019,5006016244,202603,,,3779810,,,EXACT_MATCH
FY2026,1412000019,9114120007,202504,2111433,2111432,2111433,2111433,0,EXACT_MATCH
FY2026,1412000019,9114120007,202505,758400,758399,758400,758400,0,EXACT_MATCH
FY2026,1412000019,9114120007,202506,758400,758399,758400,758400,0,EXACT_MATCH
FY2026,1412000019,9114120007,202507,758400,758399,758400,758400,0,EXACT_MATCH
FY2026,1412000019,9114120007,202508,739611,739611,739611,739611,0,EXACT_MATCH
FY2026,1412000019,9114120007,202509,739611,739611,739611,739611,0,EXACT_MATCH
FY2026,1412000019,9114120007,202510,715744,715744,715744,715744,0,EXACT_MATCH
FY2026,1412000019,9114120007,202511,715744,715744,715744,715744,0,EXACT_MATCH
FY2026,1412000019,9114120007,202512,,,0,,,EXACT_MATCH
FY2026,1412000019,9114120007,202601,,,0,,,EXACT_MATCH
FY2026,1412000019,9114120007,202602,,,0,,,EXACT_MATCH
FY2026,1412000019,9114120007,202603,,,0,,,EXACT_MATCH
FY2026,1412000034,5005036246,202504,557264801,557264798,561721254,557264798,-3,ROUNDING_ORDER
FY2026,1412000034,5005036246,202505,542146833,542146830,546603286,542147084,251,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5005036246,202506,491578586,491578583,496035039,491578583,-3,ROUNDING_ORDER
FY2026,1412000034,5005036246,202507,419068808,419068805,423525261,419069059,251,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5005036246,202508,324818081,324818079,329274534,324817825,-256,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5005036246,202509,309372328,309372326,313828781,309372326,-2,ROUNDING_ORDER
FY2026,1412000034,5005036246,202510,216997668,216997666,221454121,216997666,-2,ROUNDING_ORDER
FY2026,1412000034,5005036246,202511,206947544,206947543,211403997,206947543,-1,ROUNDING_ORDER
FY2026,1412000034,5005036246,202512,206947544,206947543,211403997,206947543,-1,ROUNDING_ORDER
FY2026,1412000034,5005036246,202601,176742839,176742837,181199292,176744106,1267,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5005036246,202602,53504347,53504347,57960800,53504855,508,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5005036246,202603,43686795,43686796,48143248,43686796,1,ROUNDING_ORDER
FY2026,1412000034,5006016242,202504,428374243,428374240,428374497,428374494,251,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5006016242,202505,428374243,428374240,428374497,428374494,251,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5006016242,202506,398575269,398575267,398575523,398575775,506,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5006016242,202507,398575015,398575013,398575269,398575775,760,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5006016242,202508,398575015,398575013,398575269,398575775,760,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5006016242,202509,398575015,398575013,398575269,398575775,760,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5006016242,202510,398575015,398575013,398575269,398575775,760,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5006016242,202511,398575015,398575013,398575269,398575775,760,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5006016242,202512,398575015,398575013,398575269,398575775,760,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5006016242,202601,398575015,398575013,398575269,398575775,760,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5006016242,202602,398575015,398575013,398575269,398575775,760,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5006016242,202603,398575015,398575013,398575269,398575775,760,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5006016243,202504,623832,623832,623832,623832,0,EXACT_MATCH
FY2026,1412000034,5006016243,202505,623832,623832,623832,623832,0,EXACT_MATCH
FY2026,1412000034,5006016243,202506,623832,623832,623832,623832,0,EXACT_MATCH
FY2026,1412000034,5006016243,202507,623832,623832,623832,623832,0,EXACT_MATCH
FY2026,1412000034,5006016243,202508,623832,623832,623832,623832,0,EXACT_MATCH
FY2026,1412000034,5006016243,202509,623832,623832,623832,623832,0,EXACT_MATCH
FY2026,1412000034,5006016243,202510,623832,623832,623832,623832,0,EXACT_MATCH
FY2026,1412000034,5006016243,202511,623832,623832,623832,623832,0,EXACT_MATCH
FY2026,1412000034,5006016243,202512,623832,623832,623832,623832,0,EXACT_MATCH
FY2026,1412000034,5006016243,202601,623832,623832,623832,623832,0,EXACT_MATCH
FY2026,1412000034,5006016243,202602,623832,623832,623832,623832,0,EXACT_MATCH
FY2026,1412000034,5006016243,202603,623832,623832,623832,623832,0,EXACT_MATCH
FY2026,1412000034,5006016244,202504,117152759,117152761,117152759,117152761,2,ROUNDING_ORDER
FY2026,1412000034,5006016244,202505,110008775,110008776,110008775,111836856,1828081,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5006016244,202506,109741672,109741674,109741672,111569754,1828082,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5006016244,202507,109741672,109741674,109741672,111569754,1828082,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5006016244,202508,104040856,104040857,104040856,105868937,1828081,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5006016244,202509,103827834,103827835,103827834,105655915,1828081,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5006016244,202510,103827834,103827835,103827834,105655915,1828081,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5006016244,202511,103827834,103827835,103827834,105655915,1828081,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5006016244,202512,81563597,81563598,81563597,83391678,1828081,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5006016244,202601,81221087,81221087,81221087,83049167,1828080,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5006016244,202602,77958218,77958218,77958218,79786298,1828080,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,5006016244,202603,77836346,77836346,77836346,79664426,1828080,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,9114120007,202504,103760557,103760551,103760557,103760551,-6,ROUNDING_ORDER
FY2026,1412000034,9114120007,202505,66081540,66081537,66081540,66081537,-3,ROUNDING_ORDER
FY2026,1412000034,9114120007,202506,65665905,65665902,65665905,65665903,-2,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,9114120007,202507,64923755,64923754,64923755,64923753,-2,TRUE_AMOUNT_MISMATCH
FY2026,1412000034,9114120007,202508,63792630,63792629,63792630,63792629,-1,ROUNDING_ORDER
FY2026,1412000034,9114120007,202509,63489219,63489218,63489219,63489218,-1,ROUNDING_ORDER
FY2026,1412000034,9114120007,202510,61826682,61826681,61826682,61826681,-1,ROUNDING_ORDER
FY2026,1412000034,9114120007,202511,61615691,61615690,61615691,61615690,-1,ROUNDING_ORDER
FY2026,1412000034,9114120007,202512,61301617,61301616,61301617,61301616,-1,ROUNDING_ORDER
FY2026,1412000034,9114120007,202601,60256566,60256564,60256566,60256564,-2,ROUNDING_ORDER
